S.No,Time,Name,Shelves,Author,Avg Rating,No of Ratings,Score,Voters,,
7033,Thu 26-08-2021 10:40:45 AM,"A Conspiracy of Kings (The Queen's Thief, #4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Megan Whalen Turner (Goodreads Author),4.1,22764,407,5,,
7033,Thu 26-08-2021 10:40:45 AM,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Cassandra Clare (Goodreads Author),4.58,14248,407,5,,
7033,Thu 26-08-2021 10:40:45 AM,"Touch & Geaux (Cut & Run, #7)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Abigail Roux (Goodreads Author),4.5,9713,407,5,,
7033,Thu 26-08-2021 10:40:45 AM,"The Walk (The Walk, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Richard Paul Evans,4.15,21500,407,5,,
7033,Thu 26-08-2021 10:40:45 AM,"Mister God, This is Anna","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Fynn,4.14,5821,407,5,,
7042,Thu 26-08-2021 10:40:45 AM,Love in the Ruins,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Walker Percy,3.85,3560,406,5,,
7042,Thu 26-08-2021 10:40:45 AM,Look Back in Anger,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John Osborne,3.55,10740,406,5,,
7042,Thu 26-08-2021 10:40:45 AM,"Evil Genius (Genius, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Catherine Jinks,3.8,8201,406,5,,
7042,Thu 26-08-2021 10:40:45 AM,"Revolution 2020: Love, Corruption, Ambition","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Chetan Bhagat,3.1,59076,406,5,,
7042,Thu 26-08-2021 10:40:45 AM,Skippy Dies,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Paul Murray,3.73,20043,406,5,,
7042,Thu 26-08-2021 10:40:45 AM,Dermaphoria,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Craig Clevenger (Goodreads Author),3.65,3392,406,5,,
7048,Thu 26-08-2021 10:40:45 AM,"Wicked: Witch & Curse (Wicked, #1-2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nancy Holder (Goodreads Author),3.62,10632,405,7,,
7048,Thu 26-08-2021 10:40:45 AM,A Woman of Independent Means,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Elizabeth Forsythe Hailey,3.97,3393,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,The Knowledge of the Holy,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",A.W. Tozer,4.36,22885,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,"Claimed by Shadow (Cassandra Palmer, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Karen Chance (Goodreads Author),3.97,22216,405,6,,
7048,Thu 26-08-2021 10:40:45 AM,"Into The Shadow (Darkness Chosen, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Christina Dodd (Goodreads Author),4.21,7360,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,"Darklight (Wondrous Strange, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Lesley Livingston (Goodreads Author),3.92,9878,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Rachel Caine,4.35,18164,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,"Phantom (The Vampire Diaries: The Hunters, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",L.J. Smith (Goodreads Author) (Creator),3.76,13358,405,4,,
7048,Thu 26-08-2021 10:40:45 AM,The Satanic Bible,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Anton Szandor LaVey,3.39,11226,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,"Once (Eve, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Anna Carey (Goodreads Author),3.89,19183,405,6,,
7048,Thu 26-08-2021 10:40:45 AM,"Forgive My Fins (Fins, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Tera Lynn Childs (Goodreads Author),3.84,17077,405,6,,
7048,Thu 26-08-2021 10:40:45 AM,True West,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Sam Shepard,3.66,10228,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,Ashes in the Wind,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Kathleen E. Woodiwiss,4.19,9486,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,"Unique, Different, Found (Nightfall, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Violet Samuels (Goodreads Author),3.62,1420,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,"Forgotten, Saved, Loved (Nightfall, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Violet Samuels (Goodreads Author),4.11,420,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,Downright Delinquents,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Lauren Jackson,4.09,203,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,The Hunger Angel,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Herta Müller,3.89,4795,405,5,,
7048,Thu 26-08-2021 10:40:45 AM,S.,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",J.J. Abrams,3.85,19564,405,5,,
7066,Thu 26-08-2021 10:40:45 AM,"The Collected Poems, 1957-1982","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Wendell Berry,4.39,1722,404,7,,
7066,Thu 26-08-2021 10:40:45 AM,"Hostage to Pleasure (Psy-Changeling, #5)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nalini Singh (Goodreads Author),4.17,30661,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,"In the Belly of the Bloodhound: Being an Account of a Particularly Peculiar Adventure in the Life of Jacky Faber (Bloody Jack, #4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",L.A. Meyer,4.31,9647,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,The Subterraneans,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jack Kerouac,3.67,13952,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,"A Passion Most Pure (The Daughters of Boston, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Julie Lessman (Goodreads Author),3.95,6053,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,"Debt: The First 5,000 Years","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",David Graeber,4.19,14487,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,"Deadlocked (Sookie Stackhouse, #12)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Charlaine Harris (Goodreads Author),3.7,97037,404,6,,
7066,Thu 26-08-2021 10:40:45 AM,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Katherine Boo,3.97,103443,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,"River of Blue Fire (Otherland, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Tad Williams (Goodreads Author),4.03,15134,404,6,,
7066,Thu 26-08-2021 10:40:45 AM,<U+0641><U+0644><U+062A><U+063A><U+0641><U+0631><U+064A>,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",<U+0623><U+062B><U+064A><U+0631> <U+0639><U+0628><U+062F><U+0627><U+0644><U+0644><U+0647> <U+0627><U+0644><U+0646><U+0634><U+0645><U+064A> (Goodreads Author),3.43,30416,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,Drive: The Surprising Truth About What Motivates Us,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Daniel H. Pink (Goodreads Author),3.94,105392,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,"End of Watch (Bill Hodges Trilogy, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephen King (Goodreads Author),4.08,99255,404,5,,
7066,Thu 26-08-2021 10:40:45 AM,Sometimes I Lie,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Alice Feeney (Goodreads Author),3.81,112334,404,5,,
7079,Thu 26-08-2021 10:40:45 AM,"Maisie Dobbs (Maisie Dobbs, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jacqueline Winspear (Goodreads Author),3.91,93639,403,6,,
7079,Thu 26-08-2021 10:40:45 AM,Ironweed,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",William  Kennedy,3.87,15830,403,7,,
7079,Thu 26-08-2021 10:40:45 AM,The Memory of Running,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Ron McLarty,3.76,11607,403,5,,
7079,Thu 26-08-2021 10:40:45 AM,The Rapture of Canaan,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Sheri Reynolds (Goodreads Author),3.82,33741,403,5,,
7079,Thu 26-08-2021 10:40:45 AM,A Separate Reality,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Carlos Castaneda,4.05,17984,403,6,,
7079,Thu 26-08-2021 10:40:45 AM,"Mystic City (Mystic City, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Theo Lawrence,3.74,10977,403,5,,
7079,Thu 26-08-2021 10:40:45 AM,"A Passion Redeemed (The Daughters of Boston, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Julie Lessman (Goodreads Author),4.16,2959,403,5,,
7079,Thu 26-08-2021 10:40:45 AM,The Chemist,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Stephenie Meyer,3.74,78413,403,5,,
7087,Thu 26-08-2021 10:40:45 AM,"Death Note, Vol. 8: Target (Death Note, #8)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Tsugumi Ohba,4.25,19775,402,7,,
7087,Thu 26-08-2021 10:40:45 AM,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Marcel Proust,4.52,1074,402,5,,
7087,Thu 26-08-2021 10:40:45 AM,Stand on Zanzibar,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John Brunner,3.95,16565,402,5,,
7087,Thu 26-08-2021 10:40:45 AM,The Unusual Suspects (The Sisters Grimm #2),"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Michael Buckley,4.24,22146,402,6,,
7087,Thu 26-08-2021 10:40:45 AM,Ferien auf Saltkrokan,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Astrid Lindgren,4.34,4469,402,5,,
7087,Thu 26-08-2021 10:40:45 AM,Sostiene Pereira,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Antonio Tabucchi,4.17,19438,402,5,,
7087,Thu 26-08-2021 10:40:45 AM,"The Invaders (Brotherband Chronicles, #2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",John Flanagan,4.4,19941,402,5,,
7087,Thu 26-08-2021 10:40:45 AM,The Shadowhunter's Codex,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Cassandra Clare (Goodreads Author) (Compiler),3.96,31760,402,7,,
7087,Thu 26-08-2021 10:40:45 AM,"The Selection Series 0.5, 1-2 Box Set (The Selection, #0.5, 1-2)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Kiera Cass (Goodreads Author),4.59,3357,402,5,,
7087,Thu 26-08-2021 10:40:45 AM,"Dance Upon the Air (Three Sisters Island, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nora Roberts (Goodreads Author),4.2,66171,402,5,,
7097,Thu 26-08-2021 10:40:45 AM,Job: A Comedy of Justice,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Robert A. Heinlein,3.78,17104,401,5,,
7097,Thu 26-08-2021 10:40:45 AM,"Anne of Windy Poplars (Anne of Green Gables, #4)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",L.M. Montgomery,4.04,80337,401,7,,
7097,Thu 26-08-2021 10:40:45 AM,Sam's Letters to Jennifer,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",James Patterson (Goodreads Author),4.16,89440,401,5,,
7097,Thu 26-08-2021 10:40:45 AM,Company of Liars,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Karen Maitland (Goodreads Author),3.82,14385,401,5,,
7097,Thu 26-08-2021 10:40:49 AM,"Eulalia! (Redwall, #19)","Want to Read
saving…











Want to Read



Currently Reading



Read







Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Brian Jacques,4.1,7330,401,5,,
7097,Thu 26-08-2021 10:40:49 AM,"Ironside (Modern Faerie Tales, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Holly Black (Goodreads Author),4.03,37938,401,5,,
7097,Thu 26-08-2021 10:40:49 AM,"A Passion Denied (The Daughters of Boston, #3)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Julie Lessman (Goodreads Author),4.24,2238,401,5,,
7097,Thu 26-08-2021 10:40:49 AM,The Lake of Dead Languages,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Carol Goodman (Goodreads Author),3.81,13804,401,5,,
7097,Thu 26-08-2021 10:40:49 AM,Battle Cry of Freedom,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",James M. McPherson,4.35,28424,401,6,,
7097,Thu 26-08-2021 10:40:49 AM,Major Pettigrew's Last Stand,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Helen Simonson (Goodreads Author),3.89,134499,401,6,,
7097,Thu 26-08-2021 10:40:49 AM,Death: The High Cost of Living,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Neil Gaiman (Goodreads Author),4.19,40529,401,7,,
7097,Thu 26-08-2021 10:40:49 AM,"Personal (Jack Reacher, #19)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Lee Child (Goodreads Author),3.96,64460,401,5,,
7109,Thu 26-08-2021 10:40:49 AM,New World Translation of the Holy Scriptures,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Anonymous,4.6,1839,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Moscow to the End of the Line,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Venedikt Erofeev,4.05,9714,400,5,,
7109,Thu 26-08-2021 10:40:49 AM,"Caged in Darkness (Caged, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",J.D. Stroube (Goodreads Author),3.56,716,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,A Legacy of Madness: Recovering My Family from Generations of Mental Illness,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Tom   Davis (Goodreads Author),3.53,1945,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,I am an Island,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Jonathan Culver (Goodreads Author),3.81,21,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,More Than Human,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Theodore Sturgeon,3.96,17569,400,6,,
7109,Thu 26-08-2021 10:40:49 AM,"A Tale of the Other Kind (Therian, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Leandi Cameron (Goodreads Author) (Editor),3.65,81,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,"Shattered (Shattered Hearts, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Nicole  Banks (Goodreads Author),4.14,242,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,"It's Not What You Think (It's Not What You Think, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Ashley Waelti (Goodreads Author),4.27,15,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,The Girl Who Fell,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",S.M. Parker (Goodreads Author),3.64,1551,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Just Perfect,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Hanne Arts (Goodreads Author),3.85,61,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,And the Tide Turns,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Timothy  Dalton (Goodreads Author),3.84,44,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Woven,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Michael   Jensen (Goodreads Author),3.89,1104,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,"Hunt for the Star (The Eldon Archives, #1)","Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Dane Richter (Goodreads Author),4.81,48,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Once in a Blue Year,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Michael D. Durkota,4.21,146,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Silhouette,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Elissa Riley (Goodreads Author),4.19,26,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Beautiful Affliction,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Lene Fogelberg (Goodreads Author),3.68,2512,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Girl of Shadow,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Holly Chavez (Goodreads Author),4.38,13,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,The Oldest Soul - Animus,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Tiffany FitzHenry (Goodreads Author),3.9,420,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Origins Of India: Bharatvarsham,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Ravi   Pathak (Goodreads Author),4.41,29,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,What We Think We Become,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Durgesh Satpathy (Goodreads Author),4.16,25,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Di undici foglie,"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Dino Olivieri,4.17,52,400,4,,
7109,Thu 26-08-2021 10:40:49 AM,Maya of the In-between (Earth's New Children #1),"Want to Read
saving…













Error rating book. Refresh and try again.

Rate this book
Clear rating
1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 stars",Sita Bennett (Goodreads Author),4.74,104,400,4,,
